extraction_id	concentration_id	extraction_batch_id	extraction_location_in_batch	extraction_location_in_storage	extraction_comment
A01-1153.e1	A01-1153.c1	EB119	A02	C2	
A01-1155.e1	A01-1155.c1	EB119	A04	C4	
L01-0615.e1	L01-0615.c1	EB119	C05	E5	
A02-1371.e1	A02-1371.c1	EB119	A07	C7	
C01-0850.e1	C01-0850.c1	EB119	B05	D5	
U01-0143.e1	U01-0143.c1	EB119	D03	F3	
K01-0520.e1	K01-0520.c1	EB119	D01	F1	
A01-1158.e1	A01-1158.c1	EB119	A06	C6	
L01-0572.e2	L01-0572.c1	EB119	C07	E7	
A04-0645.e1	A04-0645.c1	EB119	C06	E6	
H01-0966.e1	H01-0966.c1	EB119	B06	D6	
A01-1156.e1	A01-1156.c1	EB119	A05	C5	
G01-0611.e1	G01-0611.c1	EB119	B07	D7	
C01-0849.e1	C01-0849.c1	EB119	B04	D4	
C01-0847.e1	C01-0847.c1	EB119	B02	D2	
J01-0518.e1	J01-0518.c1	EB119	C02	E2	
M03-0491.e1	M03-0491.c1	EB119	C04	E4	
Q01-0597.e1	Q01-0597.c1	EB119	D04	F4	
T01-0393.e1	T01-0393.c1	EB119	D02	F2	
A02-1372.e1	A02-1372.c1	EB119	A08	C8	
A01-1152.e1	A01-1152.c1	EB119	A01	NAB 145 C1	
A01-1154.e1	A01-1154.c1	EB119	A03	C3	
T01-0389.e1	T01-0389.c1	EB119	C01	E1	
A04-0636.e1	A04-0636.c1	EB119	C03	E3	
C01-0848.e1	C01-0848.c1	EB119	B03	D3	
O01-0310.e1	O01-0310.c1	EB119	D05	F5	
C01-0846.e1	C01-0846.c1	EB119	B01	D1	
R02-0517.e1	R02-0517.c1	EB119	B08	D8	
N02-0534.e1	N02-0534.c1	EB119	C08	E8	
A01-1157.e1	A01-1157.c1	EB121	A01	NAB 145 G1	
A01-1160.e1	A01-1160.c1	EB121	A03	G3	
E01-0691.e1	E01-0691.c1	EB121	A08	G8	
J01-0519.e1	J01-0519.c1	EB121	C08	I8	
R02-0515.e1	R02-0515.c1	EB121	B08	H8	
M03-0507.e1	M03-0507.c1	EB121	B03	H3	
E01-0692.e1	E01-0692.c1	EB121	B01	H1	
D01-0560.e1	D01-0560.c1	EB121	C01	I1	
A04-0646.e1	A04-0646.c1	EB121	C03	I3	
E01-0690.e1	E01-0690.c1	EB121	A07	G7	
H01-0967.e1	H01-0967.c1	EB121	B05	H5	
A01-1163.e1	A01-1163.c1	EB121	A06	G6	
O01-0323.e1	O01-0323.c1	EB121	D01	J1	
K01-0516.e1	K01-0516.c1	EB121	C05	I5	
A01-1159.e1	A01-1159.c1	EB121	A02	G2	
A01-1161.e1	A01-1161.c1	EB121	A04	G4	
Q01-0598.e1	Q01-0598.c1	EB121	C02	I2	
G01-0605.e1	G01-0605.c1	EB121	C04	I4	
P01-0186.e1	P01-0186.c1	EB121	B04	H4	
N02-0533.e1	N02-0533.c1	EB121	B02	H2	
M04-0397.e1	M04-0397.c1	EB121	B06	H6	
A01-1162.e1	A01-1162.c1	EB121	A05	G5	
U01-0141.e1	U01-0141.c1	EB121	B07	H7	
T01-0390.e1	T01-0390.c1	EB121	C07	I7	
M04-0395.e1	M04-0395.c1	EB121	C06	I6	
